file,family,phrasing,prompt,constraint,measured,satisfied,satisfied_exact,satisfied_octave_ok
mode_vocab_0310.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0311.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0312.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0313.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0314.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0315.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0316.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
mode_vocab_0317.wav,mode,vocab,dreamy impressionist music like Debussy,mode=None,None,,,
register_theory_0318.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,39.0,False,,
register_theory_0319.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,46.0,False,,
register_theory_0320.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,35.5,False,,
register_theory_0321.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,38.0,False,,
register_theory_0322.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,38.8,False,,
register_theory_0323.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,37.0,False,,
register_theory_0324.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,35.6,False,,
register_theory_0325.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,38.8,False,,
register_theory_0326.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,37.0,False,,
register_theory_0327.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,35.9,False,,
register_theory_0328.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,43.0,False,,
register_theory_0329.wav,register,theory,a solo flute melody staying above C5 at all times,min_midi=72,39.0,False,,
register_theory_0330.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0331.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0332.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0333.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0334.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0335.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0336.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0337.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0338.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,65.4,False,,
register_theory_0339.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
register_theory_0340.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,106.0,False,,
register_theory_0341.wav,register,theory,a solo bass line staying below C3 at all times,max_midi=48,nan,False,,
